geneID	logFC	AveExpr	t	P.Value	adj.P.Val	B	DISEASE	Symbol	Estatus	chr	pos	strand	Name	Enhancer	RefGene_Group	MlogFC	mDiff	pValue	adjPVal	Mstatus	uniHR	uniHR_Lower	uniHR_Upper	unicoxPvalue	logrankPvalue	numOfPats	numOfEvents	unicoxQvalue	logrankQvalue	mulHR	mulHR_Lower	mulHR_Upper	mulcoxPvalue	covariates	mulcoxQvalue	oneYAUC	oneYAUC95CI	threeYAUC	threeYAUC95CI	CIndex	95%CI	Direction
1136	-2.30289706788505	6.32858145436398	-6.05997649827864	3.71095572208422e-06	2.52127175669068e-05	4.14855729732997	COAD	CHRNA3	Down	chr15	78913156	-	cg04603031		5'UTR	1.57115321625526	0.327090418583045	1.83499651029706e-08	9.12255407976255e-08	Hyper	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1140	1.08406971387321	7.43499822377404	10.2615551077399	1.23715318458153e-14	1.11821506183897e-13	22.8187789482991	LUAD	CHRNB1	Up	chr17	7348339	+	cg04809787		TSS200	-0.812987919529842	-0.132195877526068	4.1313472067693e-09	5.07664767224942e-08	Hypo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
146	-3.25073509420237	4.01377329235984	-11.6824228578273	1.75049745945107e-10	1.47352986142237e-07	14.1977444425067	BLCA	ADRA1D	Down	chr20	4230092	+	cg11934695		TSS1500	2.3698907316909	0.271009979108976	0.000292778015136719	0.00146389007568359	Hyper	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
146	-2.20421780042506	4.00344647365859	-11.9883479861374	2.61669348838952e-17	3.97043949043812e-16	28.9800256777293	LUAD	ADRA1D	Down	chr20	4230092	+	cg11934695		TSS1500	2.10767315368977	0.130527865873491	6.80736010554701e-08	2.90558053285543e-07	Hyper	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
146	-1.38848716116832	3.00521566649232	-3.45878518801738	0.00216070773657857	0.00542485233118649	-2.15975775107376	COAD	ADRA1D	Down	chr20	4230092	+	cg11934695		TSS1500	2.6372417560468	0.227212765261931	1.42206408781931e-05	3.53484501829372e-05	Hyper	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
148	-1.63416115189761	6.03582850580257	-6.88905210085554	8.64300626518411e-09	7.95677048728031e-08	9.8657041658848	PRAD	ADRA1A	Down	chr8	26723365	+	cg22461835		TSS1500	1.11951939765151	0.174923979497606	1.81008760543322e-09	7.91913327377033e-08	Hyper	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
148	-4.48868423339198	7.20493756951939	-10.8474794820946	1.3646764748353e-14	5.96246184435461e-13	22.9550794953079	LIHC	ADRA1A	Down	chr8	26722861	-	cg17963840		5'UTR	0.931578459560616	0.217391191482227	1.51031372297439e-06	1.88789215371798e-05	Hyper	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
150	-1.0944301094544	6.431652697874	-2.6926636082149	0.00995700100028846	0.0198416474548074	-3.60246613597353	HNSC	ADRA2A	Down	chr10	112837240	+	cg26926521		5'UTR	1.57299212340115	0.183846595142359	4.1334983755803e-05	8.22002517871083e-05	Hyper	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
151	-1.69656094254937	4.59212911359842	-3.54024137551747	0.00201112062362929	0.00734277100945324	-1.80408964405801	BLCA	ADRA2B	Down	chr2	96781891	-	cg21542793		TSS200	0.914152984980878	0.243933619230333	2.86102294921875e-06	4.17232513427734e-05	Hyper	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
151	-2.2005582318198	6.5919839836395	-12.3635668110452	1.23403966540459e-16	9.27040818031486e-15	27.6471871948944	LIHC	ADRA2B	Down	chr2	96781891	-	cg21542793		TSS200	0.840866314654257	0.203144525955455	2.3138909455156e-08	5.06163644331536e-07	Hyper	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
151	-1.61242940492641	4.45039024846412	-11.8751231134416	3.05995927295486e-21	2.55114091426875e-20	37.5555292138566	BRCA	ADRA2B	Down	chr2	96781891	-	cg21542793		TSS200	0.64369321380519	0.165053572270404	4.97559442339626e-15	2.85884294025399e-14	Hyper	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1812	-1.26327096824752	3.81290979875995	-4.87447246916181	8.89208811151235e-06	2.02627582635565e-05	2.56743479421932	LUAD	DRD1	Down	chr5	174870968	-	cg16112129		5'UTR	1.17130033005226	0.125218609841048	5.4415434348336e-07	1.61401712050149e-06	Hyper	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1812	-1.86999029599363	3.59949693015339	-7.00675299820002	6.58410456065438e-09	1.90269361858118e-08	9.5429425541129	LUSC	DRD1	Down	chr5	174870968	-	cg16112129		5'UTR	2.32945629996268	0.324624901986977	2.5315287328068e-11	3.92510756103353e-10	Hyper	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1813	-3.14739964555474	4.2364494545235	-14.1887951737245	2.54602570041315e-26	3.78551944475994e-25	49.2277418022816	BRCA	DRD2	Down	chr11	113346327	+	cg12758687		TSS1500	0.916960337738691	0.211616543299263	1.89634682411469e-16	2.55277457092362e-15	Hyper	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1813	-1.55236112979627	3.44311413513281	-6.52134721293646	3.2660097265907e-08	2.54538149769665e-07	8.55845345989835	PRAD	DRD2	Down	chr11	113346327	+	cg12758687		TSS1500	0.837743504070058	0.163619247643551	1.50960920310465e-07	9.77759176446067e-07	Hyper	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2557	-1.23787137611743	3.00844723313287	-2.57823630158418	0.0150317403832646	0.0382630248559194	-3.6459736291442	STAD	GABRA4	Down	chr4	46995474	-	cg03593419		5'UTR	0.783781591409641	0.105865560019913	0.0101091861724853	0.0258676234413596	Hyper	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2561	-2.55442654174471	4.20747578249563	-5.88673773130087	5.60481671992052e-06	3.55422371801665e-05	3.73505690610317	COAD	GABRB2	Down	chr5	160975024	+	cg01939681		5'UTR	2.38238511864215	0.20155671722915	0.000175396533450112	0.000372182888052677	Hyper	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2561	-2.55442654174471	4.20747578249563	-5.88673773130087	5.60481671992052e-06	3.55422371801665e-05	3.73505690610317	COAD	GABRB2	Down	chr5	160975347	-	cg16509658		TSS1500	3.1128011467885	0.240551410228865	0.000463388787466102	0.000886040099111009	Hyper	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2564	-1.1121989232989	6.76368682626393	-4.75371265372932	1.70840768456286e-05	6.48221450109631e-05	2.44167832257152	PRAD	GABRE	Down	chrX	151142772	-	cg12204574	TRUE	Body	1.40621124353145	0.195324983510728	3.0830663046718e-09	8.51511654691568e-08	Hyper	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2743	-1.92197529293274	5.14188328370197	-3.31042838195162	0.0069439237013007	0.0397577817605099	-2.54152974815675	ESCA	GLRB	Down	chr4	157997363	+	cg09688546		TSS200	1.38922999999142	0.298096890072994	0.00152587890625	0.00468471594024123	Hyper	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
